Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Pattern
3.6151314,4.4671574,-1.3043787,6.030471,-3.1032627,2.8689182,1.7862887,2.8176816,-0.5200065,-1.3203528,-1.1627839,0.21986441,-3.4484558,-6.7516794,6.238784,perinuclear
0.24635158,2.4882731,-1.5151867,4.9564633,-3.8605082,3.0882902,3.144074,2.273281,-2.97385,-1.8638312,0.33052507,2.1569183,-2.2742147,-6.0707307,7.2207623,perinuclear
2.494474,4.7950735,-1.9986849,6.2578855,-0.85454005,-0.5600859,-0.6931683,1.702927,2.8549657,-1.1742127,-0.64643353,2.393551,-5.9458747,-9.768488,7.4464893,perinuclear
-1.4677383,3.3827357,-2.2109506,5.001565,-2.8462744,0.88509136,-1.5029639,-0.9923744,-0.14618741,-2.234254,0.9072486,2.878134,-7.438063,-6.478267,8.631195,perinuclear
2.5287619,4.224126,-0.1164619,5.9587617,-2.948906,-0.9737599,1.0464401,5.636958,-0.27639663,0.23474036,-0.073534474,2.1829977,-4.095315,-8.545538,6.7541137,perinuclear
1.3086472,5.359312,-2.9237077,6.618676,-2.0417573,-0.5112502,-0.4881976,2.9812202,-0.4417484,-1.4609792,0.3791825,1.0291233,-4.575605,-7.942026,6.725557,perinuclear
-0.7117789,5.573119,-0.6103013,5.446422,-3.4611347,-0.31685364,0.93402123,2.5034683,-1.0994003,-1.012095,-0.50411433,1.408959,-3.8338292,-8.985718,6.1181135,perinuclear
-0.83070946,5.4923177,-0.44713315,5.0649033,-3.8870034,-0.36722133,0.8623834,2.4257529,-1.0294735,-0.7401501,-0.39571944,1.288355,-4.229703,-8.994791,6.2993336,perinuclear
-1.5579271,4.6641216,-1.1525825,6.099048,-3.7271857,0.8509272,1.3558356,1.7494062,-2.551038,-1.8796854,0.5191285,3.8592165,-3.8230486,-6.4743743,5.7891455,perinuclear
0.9873389,2.5914931,-0.30011788,5.399719,-2.9972348,-0.1981862,1.4767393,4.551975,-2.2405043,-0.2458045,0.50595605,1.977025,-3.5180328,-8.754908,6.0491014,perinuclear
0.07619755,3.8339581,-0.09736974,8.486114,-0.8113814,0.4473999,0.576978,2.5889726,-2.1077867,0.48979557,0.0061548734,3.303308,-3.9185836,-8.593068,5.859859,perinuclear
1.2401214,3.5497234,-2.0179226,7.181519,-2.3027465,1.0093638,-1.3350941,4.5631337,-0.78479755,-0.12605397,-0.2809045,2.2153776,-4.7382417,-8.78291,5.7507377,perinuclear
0.056208637,4.143867,-0.15667227,7.1160283,-2.2591033,0.81516063,-0.70289683,3.5216858,-1.390783,-1.036077,-0.3618488,2.6496425,-3.9435418,-9.064792,5.646054,perinuclear
2.1115248,3.177167,-1.7153213,5.9320836,-3.9812174,1.3087567,2.5900507,3.1846437,-0.03220564,-1.094244,0.8322248,2.0154576,-4.1147313,-6.923298,6.001481,perinuclear
2.0692942,3.6830516,-4.2413354,5.8951015,-1.311711,0.14194559,-4.491691e-05,1.3021067,0.8989763,-3.0339236,-0.16455838,3.0557115,-5.824118,-6.9347644,7.557648,perinuclear
2.6138372,2.3284786,-2.859792,6.7303014,-2.069891,0.7323566,1.9238025,3.4357488,-0.914164,-2.6130881,0.6148949,2.4961822,-3.2160394,-7.3205986,6.228157,perinuclear
1.1626992,3.5560353,-2.3554242,3.9306502,-5.0147796,0.124512665,4.8270793,3.0163832,0.48708627,-2.5150454,0.21570836,2.755862,-3.9404755,-6.827303,6.283854,perinuclear
1.2918372,2.804636,-2.3660657,6.0366325,-1.6667912,1.5099051,2.1294723,3.4798088,-3.6918855,-1.4655398,-0.03680603,1.5295728,-2.363966,-6.853846,7.4942474,perinuclear
1.1226212,2.7004383,-0.35100168,5.1552796,-2.8359456,1.4505781,4.142459,4.3884034,-2.5191329,-1.2185923,0.6574831,1.7864335,-2.583863,-7.9008245,6.1279993,perinuclear
1.2172129,2.566473,-0.34067538,5.0791197,-2.6456258,1.2709858,3.564423,4.8613644,-2.4456193,-0.82095903,0.689534,1.7860596,-2.7166934,-8.092713,6.445858,perinuclear
-0.3838988,2.5391114,-0.9208787,6.4898324,-6.3445916,2.2462656,-2.027691,2.43696,0.8207344,-0.98287314,1.670713,1.5006026,-6.52972,-7.037079,6.786311,perinuclear
0.036846794,3.4778094,-0.34851056,8.070687,-2.5554914,0.48877227,0.8950747,3.1239505,-0.34153327,-1.6811969,2.626366,0.8412381,-6.0243096,-6.002539,6.246932,perinuclear
1.0157918,2.8872004,-1.7196059,3.5269375,-2.3067136,2.7072015,3.5333261,2.2659488,-2.8480422,-2.009229,-0.63971746,0.6561399,-3.4769123,-6.858519,7.2501974,perinuclear
2.085595,2.5984251,-1.7352072,6.8859572,-1.6643362,1.2325865,4.12731,3.291028,-1.7237147,-1.6118104,0.7510076,1.5982776,-2.6527843,-7.809609,5.7585936,perinuclear
1.4540672,3.3187897,-2.5390499,3.715786,-3.8085694,0.70823586,2.3634367,2.8972216,-0.67412364,-3.1733718,-0.02647759,0.5496756,-4.49996,-6.7689366,7.1647887,perinuclear
2.0942376,3.8105757,-0.49022642,5.6207366,-2.8220594,1.1283026,0.7908229,2.9392197,-1.212278,-1.5837761,-0.4715305,0.8775172,-4.265225,-7.4946637,5.9286423,perinuclear
0.6175208,2.4762523,-1.9332075,4.590937,-2.7767932,1.2689028,2.795093,2.5219598,-1.6640569,-2.744169,0.60670215,1.8154929,-3.8182235,-6.1582685,7.535649,perinuclear
0.8477342,2.20641,-1.8654222,4.6275587,-2.697789,1.5632652,3.0132234,2.7058632,-1.9814465,-2.6268682,0.50646037,1.8354481,-3.4964345,-6.112787,7.4528894,perinuclear
2.1299582,5.668878,-2.5602348,5.3020935,-3.099633,0.0863126,-1.4845155,-0.41985834,1.3956892,-0.103511825,-0.7890457,0.7032899,-7.267997,-8.121786,7.3335996,perinuclear
1.3019401,3.819191,-1.4603853,6.9362736,-1.5585104,1.3826181,0.8806383,2.3186674,-1.1334149,-0.53257865,0.10786351,1.2574211,-3.8935804,-8.826232,6.0758085,perinuclear
0.5700749,2.076506,-1.3501501,5.2645774,-2.6356628,0.6171513,2.413175,1.9063364,-2.717152,-1.9452044,0.88552684,1.1101241,-4.537051,-6.8745484,7.0568824,perinuclear
2.196575,2.7366016,-1.1443207,5.816689,-1.9362783,0.49203512,1.2141532,4.680108,-1.8077768,-0.5059895,0.528703,1.2899332,-3.530755,-8.314314,7.090658,perinuclear
-0.58357596,1.1914866,-3.9004405,3.9479988,-2.245189,-0.11240007,0.70625806,-0.17353089,-0.89555126,-3.7276201,-0.33372033,4.106998,-6.3223453,-7.116549,7.9075785,perinuclear
-0.7978343,1.3359298,-3.0218375,3.9329739,-2.3925178,-0.09474165,1.0692848,-0.13762929,0.577703,-4.1876054,-0.13914742,3.6028383,-6.483105,-7.514596,8.36951,perinuclear
1.6521418,0.5127274,-1.9782937,8.167427,-0.32373226,-1.6097993,1.2258683,3.5358112,0.48199487,-1.9528798,1.4901791,4.7398515,-5.452523,-7.0302296,7.986582,perinuclear
1.4349602,0.91467035,-1.922145,7.963159,-0.70979685,-0.5625504,1.7325412,2.2556813,0.9918232,-2.559286,1.5373086,3.9819267,-5.4984026,-6.977931,7.6066933,perinuclear
2.2169094,2.0089934,-1.8708556,6.51293,-2.501288,-0.078009255,2.8719115,3.2524676,0.013482628,-2.7271008,-0.14474759,3.2474449,-3.7645106,-7.475363,6.3894553,perinuclear
2.2347806,3.0546513,-1.3883522,6.1614666,-1.9683224,-0.0028611307,1.6106197,2.2477343,0.4811104,-3.396799,0.12549421,2.2349215,-5.0609856,-6.713383,6.4781423,perinuclear
2.1144757,3.7029371,-1.531551,6.7324114,-1.2132573,-0.13035007,0.98117036,2.1908104,1.166922,-2.4412217,-0.3030513,2.0829096,-4.970792,-8.880233,6.5469704,perinuclear
-0.75500417,4.644562,-3.0701675,2.8992674,-3.9347742,-1.3541856,-0.28714284,-0.5154718,0.9156416,-2.1894498,0.2919604,1.3435543,-7.6595726,-7.8567405,8.110099,perinuclear
-1.5780646,2.8316905,-1.0653617,6.2411313,-4.3790984,-0.45258516,0.3979446,0.52679783,0.47187382,-1.599063,1.7820894,5.0888867,-6.4874306,-4.8838725,8.365746,perinuclear
3.2349055,4.0990705,-0.4212124,6.9783726,-4.102811,-1.2831444,-1.3521482,3.443042,3.9172654,-1.2759509,-0.15507995,2.6520996,-6.5534053,-9.309209,5.8444223,perinuclear
0.6045773,3.842333,-1.3756616,8.803026,0.7792186,-2.91553,1.0882051,3.9849098,0.37048382,1.1222572,2.5789793,3.5462706,-6.1151958,-7.9564915,7.700119,perinuclear
0.73736846,3.8804088,-0.02739436,7.4300485,-0.76026875,1.6330839,1.7774082,2.7074144,-0.16245015,2.1818106,-0.116787925,1.9226954,-4.2263904,-10.667523,5.546385,perinuclear
0.74100417,3.897629,0.02915075,7.4024487,-0.7853599,1.6653397,1.7718785,2.6918278,-0.12919301,2.1858265,-0.09652175,1.9323407,-4.2220426,-10.646582,5.5326867,perinuclear
2.1335688,2.4253964,-0.5361333,5.5103817,-4.544231,2.582443,-0.38001567,4.108055,-0.5460856,-0.76046443,0.09183296,0.17427967,-5.1202664,-7.6514225,5.837341,perinuclear
0.31776187,2.1116648,-2.0868926,4.947812,-3.3100731,3.0645998,0.5818262,1.869144,-3.0467412,-0.52134496,-0.54596454,3.9759712,-3.8498769,-7.18745,6.652214,perinuclear
1.9461776,1.9612585,-0.95786905,7.279056,-0.61571693,0.39182824,1.7027196,4.050507,-2.9379914,0.05991075,1.844922,0.834691,-3.98387,-6.7986913,7.500149,perinuclear
2.672222,3.105668,-1.1645033,6.907566,-1.9992566,1.1177645,1.9422351,2.8566892,-1.7404289,-1.4132528,-0.0944205,2.1511369,-3.261911,-6.780786,6.616191,perinuclear
1.9784744,2.8221536,-2.0281236,5.510361,-1.9703859,0.52852476,3.0186784,2.597201,-3.1338458,-3.097864,-0.60983276,2.2918441,-2.7692251,-6.0064,6.475675,perinuclear
1.7137464,3.2449167,-1.9352503,4.6649003,-3.0987263,1.2175889,1.3576989,2.5133538,-1.1183631,-1.1448958,-0.61737764,1.9558501,-4.0194626,-7.5990314,7.2223577,perinuclear
1.7043533,2.8633227,-2.0587645,4.847609,-2.9823978,1.2833569,1.3632898,2.6542757,-1.0850482,-1.7613448,-0.6126074,2.0469396,-4.1210823,-7.826817,7.1856184,perinuclear
-0.34155658,3.939217,-0.3308521,8.351483,-3.875875,-1.4325407,-1.3285936,3.6244295,-0.5567442,-1.4866335,1.5422288,1.499827,-4.95197,-8.216922,5.462239,perinuclear
0.29287568,3.8058276,-1.0964396,5.67714,-3.6816564,0.45781982,-1.3132293,0.7066403,-1.8499179,0.17064542,-0.41416636,4.0797167,-6.090809,-8.524467,4.441669,perinuclear
3.5463576,5.614837,-0.52794135,8.630539,-3.2202623,-0.55548847,-4.062345,2.0869517,1.9863868,0.174048,-0.3959509,1.3931006,-6.7108426,-7.3777447,6.8332663,perinuclear
-0.7106292,4.8181705,-1.1181289,2.2422183,-3.0593584,-0.49912494,-0.8673237,0.6161499,-0.0025283147,1.5249873,-0.09504404,1.4729824,-8.347738,-9.09616,8.01435,perinuclear
1.5233865,3.299961,-1.8528329,4.855087,-2.8337276,2.6376848,0.39623386,1.3054614,-2.3860204,0.82664514,-0.51550967,1.9089005,-5.6376634,-7.639887,5.7803583,perinuclear
0.6088362,2.4495764,-0.388708,5.638207,-4.1741023,1.7043775,0.49196598,2.463574,-1.6375932,-2.1055796,0.12335474,2.2488647,-3.9129806,-7.6028376,6.3511634,perinuclear
-0.10741269,2.329627,-0.6104666,6.7753153,-3.178803,1.8104984,1.7653234,1.9557623,-3.2098758,-0.5867064,-0.02524941,3.7945113,-3.6317484,-5.8340507,6.818721,perinuclear
-0.04508755,2.1205416,-0.41831908,6.8740034,-3.1415567,1.7468344,2.073014,2.0774086,-2.99769,-0.584351,0.2743486,3.6830785,-3.8343983,-5.746064,6.8516493,perinuclear
-0.23901702,3.438626,-1.3980614,3.3478332,-2.8554049,1.6717285,1.2372409,0.7110927,-2.8312213,-1.1282184,0.16071403,0.92677325,-6.444438,-6.5333786,6.3199687,perinuclear
0.34835428,2.436682,-1.5208269,6.1157775,-3.2579591,2.1573155,0.9774628,1.7702811,-3.6376631,-0.9839252,-0.601113,3.999232,-3.040573,-6.2957444,6.5843673,perinuclear
0.5748698,3.1214404,-2.0264134,5.2199745,-0.89950377,1.4914178,0.18207021,1.3839837,-1.5067457,-0.6412468,-0.36119875,2.9369595,-5.541936,-8.608434,7.1572294,perinuclear
0.7192513,1.4329888,-1.6360149,5.618969,-3.8050158,2.141554,1.360316,2.5092354,-0.81507725,-1.82605,1.1616707,1.4828422,-5.29126,-6.426803,7.472256,perinuclear
2.502279,2.9390619,-1.3497717,7.010869,-3.0208907,1.8942254,-0.07691067,1.5369923,-0.2132302,-1.7415558,-0.99602014,1.8793266,-4.495973,-7.7426653,6.5754633,perinuclear
1.154863,2.2347167,-1.4120001,7.503094,-4.3175073,-0.038502727,-0.1087577,1.7390991,-0.45646685,0.19495364,2.3552961,3.1321123,-6.3389564,-6.828404,5.6576333,perinuclear
0.9549979,2.1334925,-1.5116327,8.190314,-4.631126,-0.6437169,-1.5490667,0.94036424,0.8783745,0.8239098,3.0000317,3.7248816,-8.099617,-7.3037,5.6008377,perinuclear
2.2726383,3.3769822,-1.5748816,8.532183,-1.0131909,0.07773422,-2.3672535,2.387592,0.072166085,1.664898,1.0803026,2.859416,-7.186194,-7.82159,7.1381216,perinuclear
3.2167823,2.8508956,-2.2126856,6.9511957,-1.1484274,0.71368855,2.604662,1.4701627,-0.511026,-2.3523521,-0.037466917,3.1173525,-3.9101067,-6.624449,6.560563,perinuclear
1.4860579,2.9964051,-3.0101087,5.125985,-2.1839325,-0.026421618,2.058171,3.586406,0.57471436,-2.7040708,-0.08609959,2.2159183,-3.7702546,-7.343081,8.064288,perinuclear
2.1294458,4.8076982,-1.4386306,5.8804235,-2.5303924,-0.16196495,0.92519313,-0.29626873,-0.015486307,-3.2655852,-0.5053412,0.5801899,-5.4072986,-6.7428765,6.6643105,perinuclear
1.7966396,3.4912877,-3.3427243,3.8536205,-2.6949327,0.3411043,1.2289083,0.37620956,-0.6331297,-2.2812016,-0.068134315,0.57333946,-5.9632483,-7.4901924,6.6770544,perinuclear
0.92407227,2.9025342,-1.2208797,6.732738,-2.1248052,-0.09508022,2.344978,2.0193655,-0.2658331,-1.4812864,2.2715542,1.9984981,-5.530522,-5.1656003,8.288867,perinuclear
2.1164632,2.3634195,-2.5974126,5.049522,-2.680119,1.4186125,3.217948,2.1946073,-2.4859328,-3.3165984,-0.6021614,1.1024902,-2.8073623,-7.2976127,5.828408,perinuclear
2.1072896,2.4518871,-1.6824985,4.4157267,-2.000174,2.1656542,3.0665033,2.3906925,-2.6339989,-3.0051522,-1.0474485,1.6586641,-3.313885,-6.878703,6.1081986,perinuclear
-1.9153887,6.377458,0.21027574,6.0541973,-3.0034437,0.36991537,-1.4605238,0.41829854,0.62157875,-1.5041212,0.78878635,0.01959265,-6.087476,-8.67771,6.5938168,perinuclear
-0.12435207,6.3309264,1.6381435,8.927576,-2.1725307,-0.8132275,-1.1127735,0.8086161,4.4500184,3.9563746,-0.45603025,4.2343636,-6.5954638,-12.067997,7.032732,perinuclear
0.8225209,5.1714053,-1.1077518,4.293732,-3.522229,1.3619518,1.0984477,1.3711736,-2.2734644,-1.3452034,-1.1664144,1.3313087,-3.9270957,-6.5851803,6.364789,perinuclear
0.1849484,4.8901587,-0.83982784,4.016266,-3.720675,1.2045604,1.1556609,1.2198774,-3.1480076,-1.0555621,-0.87476605,1.5595587,-4.039323,-6.5937147,6.3317537,perinuclear
0.32033798,2.7181563,-0.7518914,7.399052,-3.0647874,1.2714628,1.6120968,1.2537392,-2.7007508,0.4465604,1.3317275,2.514227,-4.355473,-6.13039,6.8618855,perinuclear
-1.1667824,5.672128,0.080625445,3.785128,-3.29701,0.588673,-1.5015211,0.046218712,-0.300431,0.39813465,-0.3538118,1.3588407,-7.116322,-8.568183,7.5025434,perinuclear
-1.3937525,3.1793048,-1.498148,6.6788187,-3.6512156,1.4406002,0.14410122,1.2122929,-1.3847212,-0.20681402,2.2610645,2.6688368,-5.6857715,-6.133411,7.396339,perinuclear
0.599506,4.3011184,0.053807855,10.139997,-2.9816525,-1.1734762,-2.022082,3.3326828,2.4590592,1.8912129,2.8696778,2.5339005,-6.9199414,-7.993323,5.8736396,perinuclear
-0.9319387,4.9920115,-0.1208443,5.9564924,-2.9665694,-0.52930415,-2.549134,-0.9003346,-2.22224,1.8079331,-0.3814201,2.4483423,-8.244303,-5.1136,8.267889,perinuclear
-0.17510338,2.5472457,-0.99231195,8.272571,0.16275589,-1.5305347,-0.55246615,1.7121594,-0.4566769,0.05454382,2.1030433,2.8433454,-6.507966,-8.506276,7.787446,perinuclear
2.341309,2.1508162,-1.9626366,7.1151466,-3.1884227,0.03874894,-0.49623346,3.19087,1.0794541,-0.12433852,0.25331697,3.2500346,-5.2544403,-9.695602,5.629472,perinuclear
1.6575186,3.892432,-0.12770046,5.580707,-2.1174047,-0.82471615,-0.8501919,1.392967,-0.78691965,-1.8711163,-0.117773645,0.71953654,-5.9609733,-8.188685,6.7211485,perinuclear
4.4605947,3.3978186,-1.3292619,6.4007607,-1.5986326,0.8711392,-0.7288796,0.7263624,1.9450061,-2.9376233,-0.72350276,0.16779216,-6.5156417,-7.4645114,7.288904,perinuclear
0.32641068,4.0961447,0.101281434,7.287888,-2.5417976,-0.0142903,-2.48878,2.5776079,0.25472236,-0.94467753,0.7427927,1.6874318,-5.622416,-9.029051,6.42668,perinuclear
-0.24990307,4.445429,0.9631086,6.427794,-2.680286,0.95165205,-0.53653175,1.1790816,-1.0095611,-0.5962813,0.40858042,0.3655556,-5.7764926,-8.215762,5.914612,perinuclear
0.07512441,4.1237245,0.10816981,5.037542,-3.0553963,-0.0007745777,-0.30817243,1.0702686,-1.6896503,-0.06815354,0.545728,0.57311845,-6.209659,-8.28195,6.0602016,perinuclear
-0.80314535,2.806592,-2.034487,5.993359,-3.188754,1.8356358,-1.6492782,0.4139202,-1.1119384,-0.31809723,0.8277887,2.8875685,-6.9159985,-7.8502235,5.750394,perinuclear
0.68275446,2.931418,0.46746525,5.6047635,-4.075417,-0.7574726,-0.51435375,1.9244523,-0.40016976,-0.1410274,0.05587873,1.6625768,-5.491759,-9.52841,6.0333014,perinuclear
0.70725894,2.8528662,0.07650554,5.0938587,-4.1308384,-1.0741107,-1.3120707,2.042357,0.07092943,0.196394,0.28082228,1.4775121,-6.9028473,-9.302772,6.2668633,perinuclear
-0.78822416,3.1715305,-1.0592989,6.6740446,-1.48557,-1.6808256,-2.1252768,1.901187,-0.4493648,-0.16098611,0.48965317,3.9170518,-5.6994824,-9.658385,7.672108,perinuclear
0.16776991,2.2591636,-0.70026934,6.479536,-3.9686658,-0.7596259,-2.241313,0.43917367,-0.5253019,-1.4196564,0.1316694,3.5432446,-6.5327168,-8.196319,6.4194646,perinuclear
0.026588116,2.7566674,-1.0493675,6.9667125,-1.0518484,-1.3236183,-2.233259,1.0471128,-0.5640754,-0.33846793,0.6420024,4.1372166,-6.2700276,-9.340529,7.571044,perinuclear
0.44729334,4.959897,-3.4435327,4.357851,-2.2168171,-1.0610148,-0.35261777,2.8180177,-1.7403276,-0.3971106,-0.53488195,2.018231,-4.879621,-7.9592023,7.2559743,perinuclear
0.747578,3.9059722,-1.7642804,5.475144,-1.7993011,-1.1322536,0.88211244,5.5222487,-0.77690965,-0.41646087,0.11656784,1.9230162,-3.9548225,-9.132609,6.4979844,perinuclear
-0.11842128,2.472007,-1.8601809,5.6697373,-2.2411947,-0.21308795,1.5744658,1.3102362,-3.328269,-2.4064884,-0.14323364,3.4795845,-4.257765,-6.991642,5.513665,perinuclear
0.70761186,2.3454344,-2.1811166,5.1091022,-3.5938692,0.35553035,2.3785717,1.879773,-3.010551,-2.321732,-0.15844488,2.662318,-3.5133426,-6.986306,5.2004275,perinuclear
2.7955065,3.8184814,-0.93145967,7.5834136,-4.5316935,0.15694606,-0.4056457,1.6473573,2.8986793,-2.0516775,-0.3616233,2.6832037,-5.062933,-7.3054404,5.432259,perinuclear
2.6299262,4.313296,0.02988972,8.448679,-4.0523744,-0.23176697,-1.0749547,2.5661082,2.6017704,-1.2726371,0.62019986,1.7976248,-5.798688,-7.297728,5.2801714,perinuclear
1.2677069,2.5532868,-1.9812993,5.1755257,-2.8460987,-0.02287158,0.7040522,3.521791,-0.8636592,-0.42377108,0.22150299,2.0161994,-5.7075872,-8.715571,5.8744497,perinuclear
-0.049350817,3.0422802,-1.629538,6.519108,-3.1726289,-0.52207726,2.521782,2.1815815,0.51495665,-0.69029105,2.4628687,2.8804195,-4.9742374,-5.1743264,7.29223,perinuclear
0.14401469,2.679426,-1.6351988,3.809434,-3.913362,1.3917829,2.4693272,0.75664365,-1.1863625,-2.543843,0.73202205,2.0110009,-4.6960425,-6.2078834,7.1134944,perinuclear
3.3133693,4.004894,-1.4470688,6.629548,-2.422536,0.91196907,1.1414832,1.9236349,1.1668063,-1.0093491,0.12538707,1.5443246,-4.0246696,-7.9514933,6.6213694,perinuclear
-0.09514809,3.7857268,-1.3073505,3.865532,-2.555835,1.7407507,1.7966316,1.183781,-0.8213509,-2.5379128,0.046767544,2.226375,-4.8014555,-6.5994096,7.621607,perinuclear
-1.2569146,3.7590275,-0.40180132,7.526854,-4.700364,2.0862684,3.3469305,0.7815735,0.51273286,1.3323699,2.7939544,3.2164013,-5.5969615,-4.36046,7.154663,perinuclear
3.8801048,6.721699,-1.2950027,4.553099,-3.9969425,2.105427,-0.75373054,0.37587848,3.2975645,0.17617996,-1.8534609,-0.41075674,-6.6956286,-6.718338,7.799093,perinuclear
0.13787276,3.7336278,-1.5378006,2.9229662,-3.99193,1.6581441,-0.6509097,0.536583,-1.4487568,0.7958698,-0.48819366,2.814597,-7.2070575,-7.673144,5.9376183,perinuclear
1.8113673,3.6509943,-1.1091146,5.1186476,-3.096406,2.0107799,1.2158573,2.0754845,-1.6626308,-1.7763029,-0.9711735,1.5319341,-3.4025462,-7.5567064,6.4734845,perinuclear
0.72586936,2.6097994,-2.1016483,5.1925373,-2.3541548,1.975927,2.1877608,2.0755067,-2.9390068,-1.3222157,0.52008885,1.7953615,-3.5996192,-7.1814513,6.61967,perinuclear
1.2213392,1.782923,-1.3494413,5.5541954,-2.9683833,1.8580104,3.5352604,3.2589989,-1.9526927,-1.8388069,1.0149752,1.9972812,-3.4342697,-6.485277,6.3862443,perinuclear
2.0137675,2.095149,-1.499168,6.4030137,-2.3108976,1.7392855,2.3750985,3.2811782,-2.3848572,-1.5284593,0.7774235,1.6677862,-3.1438193,-6.7152505,6.576029,perinuclear
0.69246316,2.3599792,-1.1941924,6.623081,-3.1678073,1.3940139,0.7425997,3.1528647,-0.8276618,-1.5821915,1.2355775,1.8963217,-5.0201044,-6.8989673,6.0958886,perinuclear
0.204199,2.4596272,-2.4602978,6.9727426,-1.8663616,-0.88295376,-3.0724893,0.96576005,-0.41701448,-0.4084691,0.7147361,4.0639944,-7.6263585,-6.7799997,8.178048,perinuclear
-0.6147377,2.2028697,-0.77968216,5.113459,-3.3961115,-1.9289918,-2.708259,0.1740973,0.91693884,-1.1519518,0.93875027,2.0206246,-8.592202,-7.940731,8.448582,perinuclear
-0.7315932,2.4802308,-0.3996836,5.283565,-3.5563154,0.8900248,-2.2735808,-0.75319743,0.7743596,-0.16308816,0.29857165,4.4722695,-7.6750674,-7.7699943,7.6927567,perinuclear
0.15684035,2.8967097,-2.738324,4.905849,-2.5664124,1.1740367,2.8486578,3.436876,-1.7013931,-1.341255,1.180623,1.7636986,-3.4632652,-6.9183984,7.100088,perinuclear
1.8566346,3.4178715,-1.3793205,6.6655116,-2.2923303,1.8343693,2.5477235,3.0036042,-1.4194717,-0.8160283,0.31647506,1.1403987,-2.8599408,-8.060958,5.799128,perinuclear
0.8689419,3.57004,-0.66290295,4.2106194,-2.6162684,1.8234397,1.9844383,1.7467556,-2.445053,-2.2711403,-0.96870387,1.4446614,-3.2845693,-6.6648955,7.7256293,perinuclear
1.9656488,3.1125855,-2.1778557,5.831452,-2.6264837,-0.22294186,-1.4052445,1.7860786,1.0409765,-3.2122142,-1.1741105,2.5569148,-6.489013,-8.001748,5.704685,perinuclear
1.3049446,2.7470558,-0.9477436,7.883173,-1.1433283,-1.5932971,0.47642577,2.9239283,1.430237,-1.6075445,0.55112785,3.3089,-5.399096,-9.7307205,5.053881,perinuclear
3.0021057,5.823049,-0.8108102,5.9403963,-3.4773507,-0.3211046,0.059897535,0.81546444,4.442906,-2.043312,-1.2523447,1.510209,-6.0399404,-7.7171345,5.9712276,perinuclear
0.027191043,2.712412,-2.048191,4.397241,-3.1362467,0.3071215,3.400783,1.227963,0.5258397,-1.922052,1.0409751,3.5691679,-5.3962045,-4.6541348,7.7928934,perinuclear
0.10501928,2.849694,-1.5089538,7.6588445,-2.2697303,-1.1065973,2.4387038,2.751218,0.7367013,-0.5105678,2.6094942,3.8603516,-4.8127556,-5.40799,7.824492,perinuclear
-0.01895097,2.819599,-0.3328337,2.7173064,-2.4651668,-2.419204,-0.75853187,2.3646202,2.8561792,-0.18266436,0.65492475,2.2271318,-8.794796,-10.603497,8.512681,perinuclear
-2.051463,2.4505184,-1.0876069,6.531548,-5.0135846,0.4156088,-2.223664,-1.6215032,1.9710405,-2.829856,1.2135712,2.3656478,-7.4738903,-7.9620705,7.0940194,perinuclear
2.477903,2.9795725,-1.5513847,6.313226,0.47677362,-1.4859347,-1.8024758,-0.3706245,0.12231304,-2.9313107,-0.5632547,2.1429787,-6.7970138,-6.8455853,9.423373,perinuclear
2.2722733,3.4857326,-2.1769726,6.787047,-3.7709785,0.10247154,-0.34096518,0.6648853,2.1660068,-3.0677645,-1.0325289,3.8025758,-5.139596,-6.563216,6.624127,perinuclear
-1.3342589,2.8585374,-0.5812565,6.596517,-3.5694225,0.047979705,-0.5563025,0.37408394,0.5371941,-2.8043694,1.5533129,1.9734936,-6.853219,-5.437758,8.046869,perinuclear
0.036711168,1.6323408,-0.9652434,6.341914,-3.0958703,-0.7255241,0.64987797,3.9543653,1.8729745,-0.53371525,0.7397169,3.4512267,-5.0430207,-10.710836,5.291395,perinuclear
0.803571,2.4227617,-2.808015,5.0148673,-2.6609995,-0.5656557,-0.8725869,0.72030985,-1.8099895,-1.9230496,-0.019034423,1.3011881,-7.2393045,-8.503701,4.8422155,perinuclear
0.77882904,2.0957077,-0.5670244,5.2646623,-2.9524567,0.9458294,0.51740265,1.8038042,-2.5918517,-2.3056967,-2.0035315,4.2464566,-3.3171701,-7.0860124,7.209181,perinuclear
1.4408768,1.7649083,-0.9123923,6.9347486,-1.3288984,-0.9928219,-2.2678754,2.0734699,0.32536405,-2.1336114,-0.29517955,2.8246486,-6.6391983,-9.195303,6.2619476,perinuclear
0.73977566,2.211853,-0.4746111,7.2780695,-1.4959302,-0.88566124,-2.41076,2.010529,0.41654068,-1.8428717,0.0021228935,2.645621,-6.800664,-9.30197,6.015253,perinuclear
0.11376219,2.4400291,-0.16076575,6.9365115,-1.8081746,-0.80848974,-2.0519319,1.8878858,-0.12384841,-1.8816007,-0.14724483,2.4029312,-6.4249177,-9.286964,5.947976,perinuclear
0.141927,1.4171582,-1.0701487,6.50257,-1.9324286,-0.5582774,-0.36587006,2.051978,-1.0600276,-1.7041974,0.7287385,3.2158704,-6.138367,-7.7058873,6.84235,perinuclear
